id,source,score,target,accession,platformType,platform,pathway,cells,treatment,dose,effect,hours,sign,targets
TGFB1@Condition:IPF769@GSE109585.MicroArray.GPL21185,TGFB1,2.1169272532124888,TGFB1,GSE109585,MicroArray,GPL21185,NA,IPF769,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Macrophage&Duration:24h@GSE47538.MicroArray.GPL13497,TGFB1,1.390006422686412,TGFB1,GSE47538,MicroArray,GPL13497,NA,Macrophage,TGFB1,NA,activating,24h,1,TGFB1
TGFB1@Condition:MCF10A@GSE124843.RNASeq.SRP178052_GRCh38,TGFB1,0.5142592641482765,TGFB1,GSE124843,RNASeq,SRP178052_GRCh38,NA,MCF10A,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:MCF10A@GSE8240.MicroArray.HT_HG-U133A,TGFB1,0.5664367988748359,TGFB1,GSE8240,MicroArray,HT_HG-U133A,NA,MCF10A,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Monocyte.THP1&Duration:24h@GSE17909.MicroArray.GPL6883,TGFB1,2.051431862041016,TGFB1,GSE17909,MicroArray,GPL6883,NA,Monocyte.THP1,TGFB1,NA,activating,24h,1,TGFB1
TGFB1@Condition:MRC5&Duration:48h@GSE25200.MicroArray.GPL4133,TGFB1,1.1980994848045106,TGFB1,GSE25200,MicroArray,GPL4133,NA,MRC5,TGFB1,NA,activating,48h,1,TGFB1
TGFB1@Condition:NCI-H358@GSE49644.MicroArray.HG-U133_Plus_2,TGFB1,0.2613118992266956,TGFB1,GSE49644,MicroArray,HG-U133_Plus_2,NA,NCI-H358,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Normal lung fibroblast&Duration:24h@GSE47538.MicroArray.GPL13497,TGFB1,1.449500259262557,TGFB1,GSE47538,MicroArray,GPL13497,NA,Normal lung fibroblast,TGFB1,NA,activating,24h,1,TGFB1
TGFB1@Condition:organoid culture of tubular adenoma@GSE79461.MicroArray.HT_HG-U133_Plus_PM,TGFB1,0.895533371849795,TGFB1,GSE79461,MicroArray,HT_HG-U133_Plus_PM,NA,organoid culture of tubular adenoma,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Panc-1@GSE82293.MicroArray.PrimeView,TGFB1,0.8509942221616376,TGFB1,GSE82293,MicroArray,PrimeView,NA,Panc-1,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:PANC1@GSE90111.RNASeq.SRP093771_GRCh38,TGFB1,0.30412382349674216,TGFB1,GSE90111,RNASeq,SRP093771_GRCh38,NA,PANC1,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:primary fibroblasts from neonatal foreskin&Duration:24h@GSE27165.MicroArray.GPL6104,TGFB1,-0.1729428207614018,TGFB1,GSE27165,MicroArray,GPL6104,NA,primary fibroblasts from neonatal foreskin,TGFB1,NA,activating,24h,1,TGFB1
TGFB1@Condition:primary fibroblasts from neonatal foreskin&Duration:48h@GSE27165.MicroArray.GPL6104,TGFB1,-0.9272970376963966,TGFB1,GSE27165,MicroArray,GPL6104,NA,primary fibroblasts from neonatal foreskin,TGFB1,NA,activating,48h,1,TGFB1
TGFB1@Condition:primary human lung fibroblasts_AZD8055 treatment&Duration:24h@GSE102674.RNASeq.SRP115472_GRCh38,TGFB1,0.6251242235506878,TGFB1,GSE102674,RNASeq,SRP115472_GRCh38,NA,primary human lung fibroblasts,TGFB1,NA,activating,24h,1,TGFB1
TGFB1@Condition:primary human lung fibroblasts_no treatment&Duration:24h@GSE102674.RNASeq.SRP115472_GRCh38,TGFB1,0.19492618593712444,TGFB1,GSE102674,RNASeq,SRP115472_GRCh38,NA,primary human lung fibroblasts,TGFB1,NA,activating,24h,1,TGFB1
TGFB1@Condition:primary human lung fibroblasts_rapamycin treatment&Duration:24h@GSE102674.RNASeq.SRP115472_GRCh38,TGFB1,0.3117745432083672,TGFB1,GSE102674,RNASeq,SRP115472_GRCh38,NA,primary human lung fibroblasts,TGFB1,NA,activating,24h,1,TGFB1
TGFB1@Condition:primary human skin fibroblasts_with LPA@GSE125519.MicroArray.GPL17077,TGFB1,0.981820692307574,TGFB1,GSE125519,MicroArray,GPL17077,NA,primary human skin fibroblasts,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:primary human skin fibroblasts_without LPA@GSE125519.MicroArray.GPL17077,TGFB1,0.6542414667345282,TGFB1,GSE125519,MicroArray,GPL17077,NA,primary human skin fibroblasts,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Prostate Fibroblast@GSE68164.MicroArray.GPL10558,TGFB1,1.3923491520923958,TGFB1,GSE68164,MicroArray,GPL10558,NA,Prostate Fibroblast,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Smooth Muscle Cell@GSE30004.MicroArray.HuGene-1_0-st-v1,TGFB1,1.0338600159485007,TGFB1,GSE30004,MicroArray,HuGene-1_0-st-v1,NA,Smooth Muscle Cell,TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:smooth muscle cells (HASMC)@GSE134555.RNASeq.SRP215472_GRCh38,TGFB1,-0.3952027861958764,TGFB1,GSE134555,RNASeq,SRP215472_GRCh38,NA,smooth muscle cells (HASMC),TGFB1,NA,activating,NA,1,TGFB1
TGFB1@Condition:Squamous cell lung carcinoma cell line&Duration:24h@GSE95536.RNASeq.SRP100878_GRCh38,TGFB1,0.02786017554638361,TGFB1,GSE95536,RNASeq,SRP100878_GRCh38,NA,Squamous cell lung carcinoma cell line,TGFB1,NA,activating,24h,1,TGFB1
TGFB1@Condition:Squamous cell lung carcinoma cell line&Duration:48h@GSE95536.RNASeq.SRP100878_GRCh38,TGFB1,1.1363828804677154,TGFB1,GSE95536,RNASeq,SRP100878_GRCh38,NA,Squamous cell lung carcinoma cell line,TGFB1,NA,activating,48h,1,TGFB1
TGFB1@Condition:Squamous cell lung carcinoma cell line&Duration:8h@GSE95536.RNASeq.SRP100878_GRCh38,TGFB1,0.47686339027791336,TGFB1,GSE95536,RNASeq,SRP100878_GRCh38,NA,Squamous cell lung carcinoma cell line,TGFB1,NA,activating,8h,1,TGFB1
TGFB1@Condition:TF1a AML cell line&Duration:3d@GSE102483.MicroArray.HuGene-2_1-st,TGFB1,1.6948908478495808,TGFB1,GSE102483,MicroArray,HuGene-2_1-st,NA,TF1a AML cell line,TGFB1,NA,activating,3d,1,TGFB1
TGFB1@Condition:Trabecular Meshwork@GSE7144.MicroArray.GPL96,TGFB1,1.2847201232220895,TGFB1,GSE7144,MicroArray,GPL96,NA,Trabecular Meshwork,TGFB1,NA,activating,NA,1,TGFB1
TGFB2@Condition:HLE B-3 cells@GSE98225.MicroArray.GPL21047,TGFB2,4.10095409487649,TGFB2,GSE98225,MicroArray,GPL21047,NA,HLE B-3 cells,TGFB2,NA,activating,NA,1,TGFB2
TGFB2@Condition:Human coronary artery endothelial cells@GSE96089.MicroArray.GPL16699,TGFB2,-2.6057498109995416,TGFB2,GSE96089,MicroArray,GPL16699,NA,Human coronary artery endothelial cells,TGFB2,NA,activating,NA,1,TGFB2
TGFB2@Condition:Trabecular Meshwork@GSE7144.MicroArray.GPL96,TGFB2,4.2561328023331395,TGFB2,GSE7144,MicroArray,GPL96,NA,Trabecular Meshwork,TGFB2,NA,activating,NA,1,TGFB2
TGFB3@Condition:heart valve endothelial cells&Duration:8h@GSE65445.MicroArray.GPL10904,TGFB3,4.497051530023788,TGFB3,GSE65445,MicroArray,GPL10904,NA,heart valve endothelial cells,TGFB3,NA,activating,8h,1,TGFB3
TGFB3@Condition:heart valve interstitial cells&Duration:8h@GSE65445.MicroArray.GPL10904,TGFB3,2.772017275484263,TGFB3,GSE65445,MicroArray,GPL10904,NA,heart valve interstitial cells,TGFB3,NA,activating,8h,1,TGFB3
THPO@Condition:Human HSCs&Duration:16h@GSE107428.MicroArray.HuGene-2_0-st,THPO,-0.7721148447982386,THPO,GSE107428,MicroArray,HuGene-2_0-st,NA,Human HSCs,THPO,NA,activating,16h,1,THPO
TNFA@Condition:293&Duration:24h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,-0.6890917237759775,TNF,GSE136439,MicroArray,HT_HG-U133_Plus_PM,NA,293,TNF,NA,activating,24h,1,TNFA
TNFA@Condition:293&Duration:4h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,0.31923148394336814,TNF,GSE136439,MicroArray,HT_HG-U133_Plus_PM,NA,293,TNF,NA,activating,4h,1,TNFA
TNFA@Condition:A549 nonsmall lung cancer cell line@GSE34329.RNASeq.SRP009790_GRCh38,TNF,-0.37799884526161254,TNF,GSE34329,RNASeq,SRP009790_GRCh38,NA,A549 nonsmall lung cancer cell line,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:A549@GSE32254.MicroArray.HuGene-1_0-st-v1,TNF,-1.0795926812487127,TNF,GSE32254,MicroArray,HuGene-1_0-st-v1,NA,A549,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:A549&Duration:24h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,-1.6261426245106985,TNF,GSE136439,MicroArray,HT_HG-U133_Plus_PM,NA,A549,TNF,NA,activating,24h,1,TNFA
TNFA@Condition:A549&Duration:4h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,-0.5944135196070002,TNF,GSE136439,MicroArray,HT_HG-U133_Plus_PM,NA,A549,TNF,NA,activating,4h,1,TNFA
TNFA@Condition:airway epithelial cells differentiated from the ES line CA2@GSE59472.MicroArray.HuGene-1_0-st-v1,TNF,0.3551144085870137,TNF,GSE59472,MicroArray,HuGene-1_0-st-v1,NA,airway epithelial cells differentiated from the ES line CA2,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:Bronchial Epithelial Beas-B2@GSE16650.MicroArray.HG-U133_Plus_2,TNF,0.06926293716254892,TNF,GSE16650,MicroArray,HG-U133_Plus_2,NA,Bronchial Epithelial Beas-B2,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:Caco-2@GSE1474.MicroArray.GPL96,TNF,1.784281224697414,TNF,GSE1474,MicroArray,GPL96,NA,Caco-2,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:Calu-3 2B4&Duration:24h@GSE56678.MicroArray.GPL6480,TNF,-1.1978211726798988,TNF,GSE56678,MicroArray,GPL6480,NA,Calu-3 2B4,TNF,NA,activating,24h,1,TNFA
TNFA@Condition:Calu-3 2B4&Duration:6h@GSE56678.MicroArray.GPL6480,TNF,0.1532608195890914,TNF,GSE56678,MicroArray,GPL6480,NA,Calu-3 2B4,TNF,NA,activating,6h,1,TNFA
TNFA@Condition:CEM (T cell line)@GSE46599.MicroArray.GPL10558,TNF,-0.2999565105200098,TNF,GSE46599,MicroArray,GPL10558,NA,CEM (T cell line),TNF,NA,activating,NA,1,TNFA
TNFA@Condition:CEM-SS (T cell line)@GSE46599.MicroArray.GPL10558,TNF,-0.30978783663881454,TNF,GSE46599,MicroArray,GPL10558,NA,CEM-SS (T cell line),TNF,NA,activating,NA,1,TNFA
TNFA@Condition:colon adenocarcinoma cell line HT29@GSE108621.RNASeq.SRP127714_GRCh38,TNF,0.5972492904928677,TNF,GSE108621,RNASeq,SRP127714_GRCh38,NA,colon adenocarcinoma cell line HT29,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:endocrine tumor cells@GSE64250.MicroArray.HuGene-1_1-st-v1,TNF,0.5327955384528168,TNF,GSE64250,MicroArray,HuGene-1_1-st-v1,NA,endocrine tumor cells,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:Endothelial cells@GSE96962.RNASeq.SRP102361_GRCh38,TNF,0.2541437727143904,TNF,GSE96962,RNASeq,SRP102361_GRCh38,NA,Endothelial cells,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:Endothelial@GSE6257.MicroArray.HG-U133_Plus_2,TNF,-1.37209634805421,TNF,GSE6257,MicroArray,HG-U133_Plus_2,NA,Endothelial,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:Endothelium@GSE53999.MicroArray.GPL16043,TNF,0.011480510815425662,TNF,GSE53999,MicroArray,GPL16043,NA,Endothelium,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:Fibroblast.IMR90&Duration:24h@GSE47542.MicroArray.GPL6480,TNF,0.01929703408427008,TNF,GSE47542,MicroArray,GPL6480,NA,Fibroblast.IMR90,TNF,NA,activating,24h,1,TNFA
TNFA@Condition:HAEC&Duration:4h@GSE89970.RNASeq.SRP093727_GRCh38,TNF,0.3828805310812598,TNF,GSE89970,RNASeq,SRP093727_GRCh38,NA,HAEC,TNF,NA,activating,4h,1,TNFA
TNFA@Condition:HCT116@GSE28115.RNASeq.SRP006309_GRCh38,TNF,-0.1630377355822422,TNF,GSE28115,RNASeq,SRP006309_GRCh38,NA,HCT116,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:HEK293 delta-RAF1:ER cells&Duration:1h@GSE97979.RNASeq.SRP104287_GRCh38,TNF,0.5761725048978358,TNF,GSE97979,RNASeq,SRP104287_GRCh38,NA,HEK293 delta-RAF1:ER cells,TNF,NA,activating,1h,1,TNFA
TNFA@Condition:HEK293 delta-RAF1:ER cells&Duration:4h@GSE97979.RNASeq.SRP104287_GRCh38,TNF,-0.4631756912854711,TNF,GSE97979,RNASeq,SRP104287_GRCh38,NA,HEK293 delta-RAF1:ER cells,TNF,NA,activating,4h,1,TNFA
TNFA@Condition:HEK293@GSE28548.MicroArray.HG-U133_Plus_2,TNF,-0.4919768439833391,TNF,GSE28548,MicroArray,HG-U133_Plus_2,NA,HEK293,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:HepG2@GSE12161.MicroArray.HG-U133_Plus_2,TNF,-1.3061796610914131,TNF,GSE12161,MicroArray,HG-U133_Plus_2,NA,HepG2,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:HepG2&Duration:14h@GSE54254.MicroArray.HT_HG-U133_Plus_PM,TNF,-0.20493901915349436,TNF,GSE54254,MicroArray,HT_HG-U133_Plus_PM,NA,HepG2,TNF,NA,activating,14h,1,TNFA
TNFA@Condition:HepG2&Duration:72h@GSE122660.MicroArray.GPL13158,TNF,-1.2386125878082097,TNF,GSE122660,MicroArray,GPL13158,NA,HepG2,TNF,NA,activating,72h,1,TNFA
TNFA@Condition:HT-29 cells@GSE69605.MicroArray.PrimeView,TNF,0.43171435557836474,TNF,GSE69605,MicroArray,PrimeView,NA,HT-29 cells,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:HT1080 (fibrosarcoma cell line)@GSE46599.MicroArray.GPL10558,TNF,-0.5568145129777671,TNF,GSE46599,MicroArray,GPL10558,NA,HT1080 (fibrosarcoma cell line),TNF,NA,activating,NA,1,TNFA
TNFA@Condition:HT29&Duration:24h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,1.1705284855248195,TNF,GSE136439,MicroArray,HT_HG-U133_Plus_PM,NA,HT29,TNF,NA,activating,24h,1,TNFA
TNFA@Condition:HT29&Duration:4h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,-0.39412320898719716,TNF,GSE136439,MicroArray,HT_HG-U133_Plus_PM,NA,HT29,TNF,NA,activating,4h,1,TNFA
TNFA@Condition:HuH7&Duration:72h@GSE122660.MicroArray.GPL13158,TNF,-0.23543495905099954,TNF,GSE122660,MicroArray,GPL13158,NA,HuH7,TNF,NA,activating,72h,1,TNFA
TNFA@Condition:human gingival fibroblast cell lines&Duration:1h@GSE13903.MicroArray.GPL7768,TNF,-0.38741534131999944,TNF,GSE13903,MicroArray,GPL7768,NA,human gingival fibroblast cell lines,TNF,NA,activating,1h,1,TNFA
TNFA@Condition:human gingival fibroblast cell lines&Duration:3h@GSE13903.MicroArray.GPL7768,TNF,-0.16568730535285328,TNF,GSE13903,MicroArray,GPL7768,NA,human gingival fibroblast cell lines,TNF,NA,activating,3h,1,TNFA
TNFA@Condition:human gingival fibroblast cell lines&Duration:6h@GSE13903.MicroArray.GPL7768,TNF,0.5842279527406007,TNF,GSE13903,MicroArray,GPL7768,NA,human gingival fibroblast cell lines,TNF,NA,activating,6h,1,TNFA
TNFA@Condition:human umblical vein endothelial cells@GSE121958.RNASeq.SRP167203_GRCh38,TNF,-0.15922215795603492,TNF,GSE121958,RNASeq,SRP167203_GRCh38,NA,human umblical vein endothelial cells,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:HUVEC@GSE22175.MicroArray.HG-U133A_2,TNF,-0.9031620352802361,TNF,GSE22175,MicroArray,HG-U133A_2,NA,HUVEC,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:HUVEC@GSE9647.MicroArray.HG-U133_Plus_2,TNF,-0.15186181050964023,TNF,GSE9647,MicroArray,HG-U133_Plus_2,NA,HUVEC,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:Jurkat (T cell line)@GSE46599.MicroArray.GPL10558,TNF,-0.2683154719365911,TNF,GSE46599,MicroArray,GPL10558,NA,Jurkat (T cell line),TNF,NA,activating,NA,1,TNFA
TNFA@Condition:K562&Duration:24h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,0.5537693583148807,TNF,GSE136439,MicroArray,HT_HG-U133_Plus_PM,NA,K562,TNF,NA,activating,24h,1,TNFA
TNFA@Condition:K562&Duration:4h@GSE136439.MicroArray.HT_HG-U133_Plus_PM,TNF,-1.6161180793757632,TNF,GSE136439,MicroArray,HT_HG-U133_Plus_PM,NA,K562,TNF,NA,activating,4h,1,TNFA
TNFA@Condition:Keratinocyte&Duration:6h@GSE74407.MicroArray.GPL10558,TNF,1.3534755565098913,TNF,GSE74407,MicroArray,GPL10558,NA,Keratinocyte,TNF,NA,activating,6h,1,TNFA
TNFA@Condition:Macrophage@E-MTAB-3255.MicroArray.MDM_Transformed_data_matrix,TNF,0.8684982904534405,TNF,E-MTAB-3255,MicroArray,MDM_Transformed_data_matrix,NA,Macrophage,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:Monocyte@GSE100382.RNASeq.SRP110187_GRCh38,TNF,1.0879159204479123,TNF,GSE100382,RNASeq,SRP110187_GRCh38,NA,Monocyte,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:PHH&Duration:72h@GSE122660.MicroArray.GPL13158,TNF,0.48432809448172215,TNF,GSE122660,MicroArray,GPL13158,NA,PHH,TNF,NA,activating,72h,1,TNFA
TNFA@Condition:PMA-THP-1 (PMA-treated monocytic cell line)@GSE46599.MicroArray.GPL10558,TNF,-0.14703391910440716,TNF,GSE46599,MicroArray,GPL10558,NA,PMA-THP-1 (PMA-treated monocytic cell line),TNF,NA,activating,NA,1,TNFA
TNFA@Condition:PMA-U937 (PMA-treated monocytic cell line)@GSE46599.MicroArray.GPL10558,TNF,0.870820716304082,TNF,GSE46599,MicroArray,GPL10558,NA,PMA-U937 (PMA-treated monocytic cell line),TNF,NA,activating,NA,1,TNFA
TNFA@Condition:Retinal pigment epithelial (RPE) cells&Duration:48h@GSE36331.MicroArray.GPL6244,TNF,0.4170903627041927,TNF,GSE36331,MicroArray,GPL6244,NA,Retinal pigment epithelial (RPE) cells,TNF,NA,activating,48h,1,TNFA
TNFA@Condition:SGBS adipocyte@GSE64233.RNASeq.SRP051211_GRCh38,TNF,-0.13806142428690457,TNF,GSE64233,RNASeq,SRP051211_GRCh38,NA,SGBS adipocyte,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:Smooth muscle cells@GSE96962.RNASeq.SRP102361_GRCh38,TNF,-0.27378930078010066,TNF,GSE96962,RNASeq,SRP102361_GRCh38,NA,Smooth muscle cells,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:synovium.OA@GSE93720.MicroArray.GPL570,TNF,0.07889864305888789,TNF,GSE93720,MicroArray,GPL570,NA,synovium.OA,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:synovium.RA@GSE93720.MicroArray.GPL570,TNF,-0.31184364425740063,TNF,GSE93720,MicroArray,GPL570,NA,synovium.RA,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:T84@GSE1474.MicroArray.GPL96,TNF,1.458484098728594,TNF,GSE1474,MicroArray,GPL96,NA,T84,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:THP-1 (monocytic cell line)@GSE46599.MicroArray.GPL10558,TNF,-0.11299257869113825,TNF,GSE46599,MicroArray,GPL10558,NA,THP-1 (monocytic cell line),TNF,NA,activating,NA,1,TNFA
"TNFA@Condition:U87-MG (glioblastoma-astrocytoma, epithelial-like cell line)@GSE46599.MicroArray.GPL10558",TNF,-0.1081811005088288,TNF,GSE46599,MicroArray,GPL10558,NA,"U87-MG (glioblastoma-astrocytoma, epithelial-like cell line)",TNF,NA,activating,NA,1,TNFA
TNFA@Condition:U937 (monocytic cell line)@GSE46599.MicroArray.GPL10558,TNF,0.04507058204728285,TNF,GSE46599,MicroArray,GPL10558,NA,U937 (monocytic cell line),TNF,NA,activating,NA,1,TNFA
TNFA@Condition:vascular endothelial cells@GSE115311.RNASeq.SRP149723_GRCh38,TNF,0.4589524365387071,TNF,GSE115311,RNASeq,SRP149723_GRCh38,NA,vascular endothelial cells,TNF,NA,activating,NA,1,TNFA
TNFA@Condition:Whole Blood&Duration:2h@GSE25742.MicroArray.GPL10558,TNF,-0.6109497870001888,TNF,GSE25742,MicroArray,GPL10558,NA,Whole Blood,TNF,NA,activating,2h,1,TNFA
TRAIL@Condition:HT29@GSE67033.MicroArray.GPL16699,TNFSF10,-0.01996466667888794,TNFSF10,GSE67033,MicroArray,GPL16699,NA,HT29,TNFSF10,NA,activating,NA,1,TRAIL
TRAIL@Condition:MDA-MB-231@GSE82047.MicroArray.HuGene-1_0-st-v1,TNFSF10,-0.26671737543761664,TNFSF10,GSE82047,MicroArray,HuGene-1_0-st-v1,NA,MDA-MB-231,TNFSF10,NA,activating,NA,1,TRAIL
TRAIL@Condition:Vascular Smooth Muscle Cell.TRAIL@GSE29955.MicroArray.HG-U133A_2,TNFSF10,-1.7802164999652847,TNFSF10,GSE29955,MicroArray,HG-U133A_2,NA,Vascular Smooth Muscle Cell.TRAIL,TNFSF10,NA,activating,NA,1,TRAIL
"TSLP@Condition:ILC2 (Lineage negative, CRTH2+, CD161+, CD127+)&Duration:24h@GSE45458.MicroArray.GPL13497",TSLP,NA,TSLP,GSE45458,MicroArray,GPL13497,NA,"ILC2 (Lineage negative, CRTH2+, CD161+, CD127+)",TSLP,NA,activating,24h,1,TSLP
TSLP@Condition:Xenografted leukemia@GSE74339.RNASeq.SRP065258_GRCh38,TSLP,NA,TSLP,GSE74339,RNASeq,SRP065258_GRCh38,NA,Xenografted leukemia,TSLP,NA,activating,NA,1,TSLP
VEGFA@Condition:HUVEC@GSE129275.MicroArray.GPL10558,VEGFA,4.1900742884536495,VEGFA,GSE129275,MicroArray,GPL10558,NA,HUVEC,VEGFA,NA,activating,NA,1,VEGFA
WNT3A@Condition:CCD-18Co colon fibroblasts@GSE89124.RNASeq.SRP092000_GRCh38,WNT3A,NA,WNT3A,GSE89124,RNASeq,SRP092000_GRCh38,NA,CCD-18Co colon fibroblasts,WNT3A,NA,activating,NA,1,WNT3A
WNT3A@Condition:CCD-18Co human normal colon myofibroblasts@GSE120106.RNASeq.SRP162014_GRCh38,WNT3A,NA,WNT3A,GSE120106,RNASeq,SRP162014_GRCh38,NA,CCD-18Co human normal colon myofibroblasts,WNT3A,NA,activating,NA,1,WNT3A
WNT3A@Condition:fibroblast&Duration:24h@E-MTAB-837.MicroArray.ChipsterNormalized_Replicate1+2_24h,WNT3A,0.9052804298488695,WNT3A,E-MTAB-837,MicroArray,ChipsterNormalized_Replicate1+2_24h,NA,fibroblast,WNT3A,NA,activating,24h,1,WNT3A
WNT3A@Condition:fibroblast&Duration:8h@E-MTAB-837.MicroArray.ChipsterNormalized_Replicate1+2_8h,WNT3A,0.7285769883084575,WNT3A,E-MTAB-837,MicroArray,ChipsterNormalized_Replicate1+2_8h,NA,fibroblast,WNT3A,NA,activating,8h,1,WNT3A
WNT3A@Condition:H2030-BrM3@GSE14107.MicroArray.HG-U133A_2,WNT3A,NA,WNT3A,GSE14107,MicroArray,HG-U133A_2,NA,H2030-BrM3,WNT3A,NA,activating,NA,1,WNT3A
WNT3A@Condition:HCC38&Duration:12h@GSE65238.MicroArray.HuGene-1_1-st-v1,WNT3A,-0.7235751702639764,WNT3A,GSE65238,MicroArray,HuGene-1_1-st-v1,NA,HCC38,WNT3A,NA,activating,12h,1,WNT3A
WNT3A@Condition:HCC38&Duration:24h@GSE65238.MicroArray.HuGene-1_1-st-v1,WNT3A,0.04126900050312006,WNT3A,GSE65238,MicroArray,HuGene-1_1-st-v1,NA,HCC38,WNT3A,NA,activating,24h,1,WNT3A
WNT3A@Condition:HCC38&Duration:6h@GSE65238.MicroArray.HuGene-1_1-st-v1,WNT3A,-2.137821173343384,WNT3A,GSE65238,MicroArray,HuGene-1_1-st-v1,NA,HCC38,WNT3A,NA,activating,6h,1,WNT3A
WNT3A@Condition:HeLa-MZ&Duration:2h@E-MTAB-6623.RNASeq.ERP107744_GRCh38,WNT3A,1.7541230664450622,WNT3A,E-MTAB-6623,RNASeq,ERP107744_GRCh38,NA,HeLa-MZ,WNT3A,NA,activating,2h,1,WNT3A
WNT3A@Condition:HeLa-MZ&Duration:6h@E-MTAB-6623.RNASeq.ERP107744_GRCh38,WNT3A,1.5158857811876676,WNT3A,E-MTAB-6623,RNASeq,ERP107744_GRCh38,NA,HeLa-MZ,WNT3A,NA,activating,6h,1,WNT3A
WNT3A@Condition:Hela@E-MTAB-2872.MicroArray.HuGene-2_0-st,WNT3A,1.641323967870808,WNT3A,E-MTAB-2872,MicroArray,HuGene-2_0-st,NA,Hela,WNT3A,NA,activating,NA,1,WNT3A
WNT3A@Condition:HeLa&Duration:3h@GSE50248.MicroArray.GPL10558,WNT3A,-0.8498065890250762,WNT3A,GSE50248,MicroArray,GPL10558,NA,HeLa,WNT3A,NA,activating,3h,1,WNT3A
WNT3A@Condition:HepaRG@GSE68633.MicroArray.GPL17077,WNT3A,2.85292658620171,WNT3A,GSE68633,MicroArray,GPL17077,NA,HepaRG,WNT3A,NA,activating,NA,1,WNT3A
WNT3A@Condition:human fetal liver progenitor cells (hFLPC)@GSE106755.MicroArray.HuGene-2_1-st,WNT3A,-1.264709232903335,WNT3A,GSE106755,MicroArray,HuGene-2_1-st,NA,human fetal liver progenitor cells (hFLPC),WNT3A,NA,activating,NA,1,WNT3A
WNT3A@Condition:MDA-MB-468&Duration:12h@GSE65238.MicroArray.HuGene-1_1-st-v1,WNT3A,-1.0483802295704876,WNT3A,GSE65238,MicroArray,HuGene-1_1-st-v1,NA,MDA-MB-468,WNT3A,NA,activating,12h,1,WNT3A
WNT3A@Condition:MDA-MB-468&Duration:24h@GSE65238.MicroArray.HuGene-1_1-st-v1,WNT3A,-1.7512738584986307,WNT3A,GSE65238,MicroArray,HuGene-1_1-st-v1,NA,MDA-MB-468,WNT3A,NA,activating,24h,1,WNT3A
WNT3A@Condition:MDA-MB-468&Duration:6h@GSE65238.MicroArray.HuGene-1_1-st-v1,WNT3A,-3.1084150230898118,WNT3A,GSE65238,MicroArray,HuGene-1_1-st-v1,NA,MDA-MB-468,WNT3A,NA,activating,6h,1,WNT3A
WNT3A@Condition:parental H2030@GSE14107.MicroArray.HG-U133A_2,WNT3A,NA,WNT3A,GSE14107,MicroArray,HG-U133A_2,NA,parental H2030,WNT3A,NA,activating,NA,1,WNT3A
WNT3A@Condition:Parental PC9@GSE14107.MicroArray.HG-U133A_2,WNT3A,NA,WNT3A,GSE14107,MicroArray,HG-U133A_2,NA,Parental PC9,WNT3A,NA,activating,NA,1,WNT3A
